Title,Price,Rating,Num Of Reviews,Author,Book Type,Genre,Cover Image,Interesting
21 قانونا لا يقبل الجدل في القيادة,3,5.0,0.00025,‎جون سي. ماكسويل‎,Paperback,"Jarir Publications Books,, Best Sellers,, Business & Management,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/2/328942.jpg",1
الافكار والمشاعر السيطرة على حالاتك المزاجية وعلى حياتك,3,5.0,0.00025,‎مارثا ديفيز ‎/‎ ماثيو ماكأي‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/352853.jpg",1
لغة الجسد علم وأسرار لغة الجسد في العمل,1,4.5,0.00025,‎كارول كينزي جومان‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,, Bargain Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/356736.jpg",0
فهم الاسهم,4,4.3,0.0005,‎مايكل سنسير‎,Paperback,"Jarir Publications Books,, Best Sellers,, Business & Management,, Bargain Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420322.jpg",1
الجواب كيف تمسك بمقاليد حياتك وتصبح الشخص الذي تود أن تكون عليه,2,5.0,0.00025,‎الان و باربارا بيز‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,, Bargain Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/465058.jpg",1
من الذي قتل السيد روجر أكرويد,2,5.0,0.00161,‎أجاثا كريستي‎,Paperback,"Jarir Publications Books,, Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/9/296952.jpg",1
كتاب تلوين كبير ورائع أزرق أكثر من 140 صفحة ممتعة,1,4.0,0.00025,‎مكتبة جرير‎,Paperback,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477595.jpg",1
الذكاء العاطفي وسبب كونه أكثر أهمية من حاصل الذكاء,3,5.0,0.00025,‎دانيال جولمان‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,, Bargain Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/9/292492.jpg",1
شخبط ولون كتاب أنشطة وتلوين ممتع,0,5.0,0.00025,‎مكتبة جرير‎,Paperback,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477865.jpg",1
1001 شيء للبحث عنها المركبات,1,4.0,0.00012,‎سلسلة 1001 شيء للبحث عنها‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518208.jpg",1
101 مبادىء سوق الاسهم دورة مكثفة في بيع و شراء الاسهم,3,4.0,0.00025,‎ميشيل كاجان‎,غلاف مقوى,"Jarir Publications Books,, Best Sellers,, Business & Management,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518849.jpg",1
حكايات لخمس دقائق قصص الاميرات قصص عجيبة يجب قراءتها والاحتفاظ بها,1,5.0,0.00012,‎سلسلة حكايات لخمس دقائق‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504086.jpg",1
حكايات للاطفال في سن 1 عام حكايات رائعة للاطفال,1,5.0,0.00025,‎اصدارات مكتبة جرير‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464463.jpg",1
1001 شيء للبحث عنها الديناصورات,1,5.0,0.00012,‎اصدارات مكتبة جرير‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464480.jpg",1
كنز من حكايات الحيوانات,3,5.0,0.00012,‎اصدارات مكتبة جرير‎,غلاف مقوى,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/454509.jpg",1
كنز الاطفال مجموعة من الحكايات الرائعة,3,5.0,0.00012,Unknown,غلاف مقوى,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/454511.jpg",1
ليلة لا تنتهي,2,4.3,0.00236,‎أجاثا كريستي‎,Paperback,"Jarir Publications Books,, Best Sellers,, Non-Fiction,, New Arrivals,, E-Books,, Fiction & Literature","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/411827.jpg",1
مكتبة الطفل الاولى الحيوانات,2,5.0,0.00012,Unknown,كتاب مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458609.jpg",1
مكتبة الطفل الاولى جسمي,2,5.0,0.00012,Unknown,كتاب مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458613.jpg",1
العجلات المتحركة سيارة الاسعاف,1,5.0,0.00012,‎سلسلة العجلات المتحركة‎,كتاب مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458620.jpg",1
السر نسخة الذكرى السنوية العاشرة للكتاب,4,2.3,0.0005,‎روندا بايرن‎,غلاف مقوى,"Jarir Publications Books,, Best Sellers,, Self Development,, Bargain Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/471945.jpg",1
هايدي,0,4.0,0.00012,‎سلسلة القصة الرائعة‎,كتاب مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/470317.jpg",1
حكايات الخمس دقائق قصص للاولاد مغامرات رائعة للاولاد,1,5.0,0.00012,‎سلسلة حكايات الخمس دقائق‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429633.jpg",1
حكايات الخمس دقائق قصص للبنات قصص لطيفة و جذابة,1,5.0,0.00037,‎سلسلة حكايات الخمس دقائق‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429634.jpg",1
501 شيء لتبحث عنها الكثير من الاشياء للبحث عنها والعثور عليها 8 طيور,1,5.0,0.00025,‎مكتبة جرير‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429646.jpg",0
صغار المزرعة,0,5.0,0.00012,‎سلسلة صغار الحيوانات الرائعة‎,كتاب مقوى,"Jarir Publications Books,, Children Books","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/452125.jpg",1
ألوان لتلمسها الاصفر,1,5.0,0.00012,‎سلسلة ألوان لتلمسها‎,كتاب مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/452336.jpg",1
